"new_simple_name","taxon_id","kingdom","class","new_redlistTW"
"Selliguea quasidivaricata","t0026798","Plantae","Polypodiopsida","NLC"
"Selliguea taiwanensis","t0026799","Plantae","Polypodiopsida","DD"
"Selliguea yakushimensis","t0026800","Plantae","Polypodiopsida","NNT"
"Pyrrosia angustissima","t0026802","Plantae","Polypodiopsida","NVU"
"Pyrrosia lanceolata","t0026804","Plantae","Polypodiopsida","NLC"
"Pyrrosia linearifolia","t0026805","Plantae","Polypodiopsida","NLC"
"Pyrrosia lingua","t0026806","Plantae","Polypodiopsida","NLC"
"Pyrrosia matsudae","t0026807","Plantae","Polypodiopsida","DD"
"Pyrrosia polydactylos","t0026808","Plantae","Polypodiopsida","NLC"
"Pyrrosia porosa","t0026809","Plantae","Polypodiopsida","DD"
"Pyrrosia sheareri","t0026810","Plantae","Polypodiopsida","NLC"
"Goniophlebium persicifolium","t0026815","Plantae","Polypodiopsida","DD"
"Goniophlebium transpianense","t0026817","Plantae","Polypodiopsida","NLC"
"Lemmaphyllum microphyllum","t0026818","Plantae","Polypodiopsida","NLC"
"Lepidomicrosorium ningpoense","t0026820","Plantae","Polypodiopsida","NLC"
"Lepisorus kawakamii","t0026822","Plantae","Polypodiopsida","NLC"
"Lepisorus kuchenensis","t0026823","Plantae","Polypodiopsida","DD"
"Lepisorus megasorus","t0026824","Plantae","Polypodiopsida","NLC"
"Lepisorus miyoshianus","t0026825","Plantae","Polypodiopsida","NNT"
"Lepisorus monilisorus","t0026826","Plantae","Polypodiopsida","NLC"
"Lepisorus morrisonensis","t0026827","Plantae","Polypodiopsida","NLC"
"Lepisorus mucronatus","t0026828","Plantae","Polypodiopsida","NCR"
"Lepisorus obscurevenulosus","t0026829","Plantae","Polypodiopsida","NLC"
"Lepisorus papakensis","t0026830","Plantae","Polypodiopsida","NLC"
"Lepisorus pseudoussuriensis","t0026831","Plantae","Polypodiopsida","NLC"
"Lepisorus suboligolepidus","t0026832","Plantae","Polypodiopsida","NLC"
"Lepisorus thunbergianus","t0026833","Plantae","Polypodiopsida","NLC"
"Lepisorus tosaensis","t0026834","Plantae","Polypodiopsida","NLC"
"Leptochilus decurrens","t0026835","Plantae","Polypodiopsida","NLC"
"Leptochilus ellipticus","t0026836","Plantae","Polypodiopsida","NLC"
"Leptochilus hemionitideus","t0026837","Plantae","Polypodiopsida","NLC"
"Leptochilus henryi","t0026838","Plantae","Polypodiopsida","DD"
"Microsorum insigne","t0026839","Plantae","Polypodiopsida","NLC"
"Leptochilus longissimus","t0026840","Plantae","Polypodiopsida","NEN"
"Leptochilus nigrescens","t0026841","Plantae","Polypodiopsida","NVU"
"Leptochilus pteropus","t0026842","Plantae","Polypodiopsida","NLC"
"Leptochilus wrightii","t0026843","Plantae","Polypodiopsida","NLC"
"Bosmania membranacea","t0026845","Plantae","Polypodiopsida","NLC"
"Microsorum punctatum","t0026846","Plantae","Polypodiopsida","NLC"
"Microsorum scolopendria","t0026847","Plantae","Polypodiopsida","NLC"
"Microsorum steerei","t0026848","Plantae","Polypodiopsida","NEN"
"Neolepisorus ensatus","t0026849","Plantae","Polypodiopsida","NLC"
"Calymmodon gracilis","t0026852","Plantae","Polypodiopsida","NLC"
"Calymmodon oligotrichus","t0026853","Plantae","Polypodiopsida","NNT"
"Calymmodon ordinatus","t0026854","Plantae","Polypodiopsida","NVU"
"Grammitis glandulosa","t0026855","Plantae","Polypodiopsida","NEN"
"Dasygrammitis mollicoma","t0026856","Plantae","Polypodiopsida","NEN"
"Micropolypodium okuboi","t0026857","Plantae","Polypodiopsida","NLC"
"Oreogrammitis adspersa","t0026858","Plantae","Polypodiopsida","NVU"
"Oreogrammitis caespitosa","t0026861","Plantae","Polypodiopsida","NEN"
"Oreogrammitis ilanensis","t0026862","Plantae","Polypodiopsida","NCR"
"Oreogrammitis marivelesensis","t0026863","Plantae","Polypodiopsida","NCR"
"Oreogrammitis moorei","t0026864","Plantae","Polypodiopsida","NCR"
"Oreogrammitis orientalis","t0026865","Plantae","Polypodiopsida","NCR"
"Oreogrammitis setigera","t0026867","Plantae","Polypodiopsida","NVU"
"Oreogrammitis subevenosa","t0026868","Plantae","Polypodiopsida","NEN"
"Oreogrammitis subnervosa","t0026869","Plantae","Polypodiopsida","NVU"
"Oreogrammitis taiwanensis","t0026870","Plantae","Polypodiopsida","NVU"
"Prosaptia contigua","t0026873","Plantae","Polypodiopsida","NLC"
"Prosaptia formosana","t0026874","Plantae","Polypodiopsida","NLC"
"Prosaptia nutans","t0026875","Plantae","Polypodiopsida","NEN"
"Prosaptia obliquata","t0026876","Plantae","Polypodiopsida","NLC"
"Prosaptia pectinata","t0026877","Plantae","Polypodiopsida","NCR"
"Prosaptia urceolaris","t0026878","Plantae","Polypodiopsida","NNT"
"Scleroglossum sulcatum","t0026879","Plantae","Polypodiopsida","NVU"
"Tomophyllum hayatae","t0026880","Plantae","Polypodiopsida","NNT"
"Xiphopterella devolii","t0026881","Plantae","Polypodiopsida","NCR"
"Acystopteris taiwaniana","t0026882","Plantae","Polypodiopsida","NLC"
"Acystopteris tenuisecta","t0026883","Plantae","Polypodiopsida","NLC"
"Cystopteris fragilis","t0026884","Plantae","Polypodiopsida","NLC"
"Cystopteris moupinensis","t0026885","Plantae","Polypodiopsida","NLC"
"Gymnocarpium oyamense","t0026886","Plantae","Polypodiopsida","NCR"
"Gymnocarpium remotepinnatum","t0026887","Plantae","Polypodiopsida","NLC"
"Rhachidosorus pulcher","t0026888","Plantae","Polypodiopsida","NNT"
"Diplaziopsis javanica","t0026889","Plantae","Polypodiopsida","NLC"
"Asplenium antiquum","t0026891","Plantae","Polypodiopsida","NLC"
"Asplenium bullatum","t0026892","Plantae","Polypodiopsida","NNT"
"Asplenium capillipes","t0026893","Plantae","Polypodiopsida","NLC"
"Asplenium crinicaule","t0026894","Plantae","Polypodiopsida","NCR"
"Asplenium cuneatiforme","t0026895","Plantae","Polypodiopsida","NLC"
"Asplenium ensiforme","t0026896","Plantae","Polypodiopsida","NLC"
"Asplenium exiguum","t0026897","Plantae","Polypodiopsida","DD"
"Asplenium formosae","t0026898","Plantae","Polypodiopsida","NLC"
"Asplenium griffithianum","t0026899","Plantae","Polypodiopsida","NLC"
"Asplenium incisum","t0026901","Plantae","Polypodiopsida","NLC"
"Asplenium matsumurae","t0026902","Plantae","Polypodiopsida","NNT"
"Asplenium nidus","t0026903","Plantae","Polypodiopsida","NLC"
"Asplenium pekinense","t0026905","Plantae","Polypodiopsida","DD"
"Asplenium pifongiae","t0026906","Plantae","Polypodiopsida","NEN"
"Asplenium prolongatum","t0026908","Plantae","Polypodiopsida","NLC"
"Asplenium pseudolaserpitiifolium","t0026909","Plantae","Polypodiopsida","DD"
"Asplenium pulcherrimum","t0026910","Plantae","Polypodiopsida","NNT"
"Asplenium ritoense","t0026911","Plantae","Polypodiopsida","NLC"
"Asplenium ruta-muraria","t0026912","Plantae","Polypodiopsida","NVU"
"Asplenium septentrionale","t0026913","Plantae","Polypodiopsida","NNT"
"Asplenium setoi","t0026914","Plantae","Polypodiopsida","NLC"
"Asplenium steerei","t0026915","Plantae","Polypodiopsida","NVU"
"Asplenium tenerum","t0026918","Plantae","Polypodiopsida","NNT"
"Asplenium tenuifolium","t0026920","Plantae","Polypodiopsida","NLC"
"Asplenium trichomanes","t0026921","Plantae","Polypodiopsida","NLC"
"Asplenium tripteropus","t0026922","Plantae","Polypodiopsida","NLC"
"Asplenium viride","t0026923","Plantae","Polypodiopsida","NLC"
"Asplenium wrightii","t0026924","Plantae","Polypodiopsida","NLC"
"Asplenium yoshinagae","t0026925","Plantae","Polypodiopsida","NLC"
"Hymenasplenium obliquissimum","t0026933","Plantae","Polypodiopsida","NLC"
"Hymenasplenium pseudobscurum","t0026935","Plantae","Polypodiopsida","NNT"
"Macrothelypteris polypodioides","t0026937","Plantae","Polypodiopsida","NEN"
"Macrothelypteris torresiana","t0026938","Plantae","Polypodiopsida","NLC"
"Phegopteris connectilis","t0026939","Plantae","Polypodiopsida","NVU"
"Phegopteris decursivepinnata","t0026940","Plantae","Polypodiopsida","NLC"
"Pseudophegopteris levingei","t0026942","Plantae","Polypodiopsida","NVU"
"Pseudophegopteris subaurita","t0026943","Plantae","Polypodiopsida","NLC"
"Amauropelta angustifrons","t0026944","Plantae","Polypodiopsida","NLC"
"Amauropelta beddomei","t0026945","Plantae","Polypodiopsida","NLC"
"Ampelopteris prolifera","t0026947","Plantae","Polypodiopsida","NLC"
"Christella acuminata","t0026948","Plantae","Polypodiopsida","NLC"
"Christella arida","t0026949","Plantae","Polypodiopsida","NLC"
"Christella dentata","t0026950","Plantae","Polypodiopsida","NLC"
"Christella ensifera","t0026951","Plantae","Polypodiopsida","DD"
"Christella jaculosa","t0026952","Plantae","Polypodiopsida","NLC"
"Christella latipinna","t0026953","Plantae","Polypodiopsida","NLC"
"Christella papilio","t0026954","Plantae","Polypodiopsida","NNT"
"Christella parasitica","t0026955","Plantae","Polypodiopsida","NLC"
"Coryphopteris castanea","t0026959","Plantae","Polypodiopsida","NLC"
"Cyclogramma auriculata","t0026960","Plantae","Polypodiopsida","NLC"
"Cyclogramma leveillei","t0026961","Plantae","Polypodiopsida","NLC"
"Cyclosorus interruptus","t0026962","Plantae","Polypodiopsida","NNT"
"Glaphyropteridopsis erubescens","t0026963","Plantae","Polypodiopsida","NLC"
"Leptogramma mollissima","t0026964","Plantae","Polypodiopsida","NEN"
"Leptogramma tottoides","t0026965","Plantae","Polypodiopsida","NLC"
"Metathelypteris flaccida","t0026967","Plantae","Polypodiopsida","NCR"
"Metathelypteris gracilescens","t0026968","Plantae","Polypodiopsida","NLC"
"Metathelypteris laxa","t0026969","Plantae","Polypodiopsida","NLC"
"Metathelypteris uraiensis","t0026970","Plantae","Polypodiopsida","NLC"
"Pneumatopteris truncata","t0026971","Plantae","Polypodiopsida","NLC"
"Pronephrium gymnopteridifrons","t0026972","Plantae","Polypodiopsida","NLC"
"Pronephrium longipetiolatum","t0026973","Plantae","Polypodiopsida","NVU"
"Pronephrium parishii","t0026975","Plantae","Polypodiopsida","NLC"
"Pronephrium ramosii","t0026976","Plantae","Polypodiopsida","NLC"
"Pronephrium simplex","t0026977","Plantae","Polypodiopsida","NLC"
"Pronephrium triphyllum","t0026978","Plantae","Polypodiopsida","NLC"
"Pseudocyclosorus esquirolii","t0026980","Plantae","Polypodiopsida","NLC"
"Pseudocyclosorus tylodes","t0026981","Plantae","Polypodiopsida","NNT"
"Sphaerostephanos productus","t0026982","Plantae","Polypodiopsida","NLC"
"Sphaerostephanos taiwanensis","t0026983","Plantae","Polypodiopsida","NLC"
"Stegnogramma dictyoclinoides","t0026984","Plantae","Polypodiopsida","NEN"
"Stegnogramma griffithii","t0026985","Plantae","Polypodiopsida","NLC"
"Stegnogramma wilfordii","t0026986","Plantae","Polypodiopsida","NLC"
"Woodsia andersonii","t0026987","Plantae","Polypodiopsida","NCR"
"Woodsia okamotoi","t0026988","Plantae","Polypodiopsida","NCR"
"Woodsia polystichoides","t0026989","Plantae","Polypodiopsida","NLC"
"Athyrium anisopterum","t0026990","Plantae","Polypodiopsida","NLC"
"Athyrium arisanense","t0026991","Plantae","Polypodiopsida","NLC"
"Athyrium atkinsonii","t0026992","Plantae","Polypodiopsida","NLC"
"Athyrium auriculatum","t0026993","Plantae","Polypodiopsida","NVU"
"Athyrium cryptogrammoides","t0026994","Plantae","Polypodiopsida","NLC"
"Athyrium epirachis","t0026996","Plantae","Polypodiopsida","DD"
"Athyrium erythropodum","t0026997","Plantae","Polypodiopsida","NLC"
"Athyrium banajaoense","t0026998","Plantae","Polypodiopsida","NLC"
"Athyrium leiopodum","t0026999","Plantae","Polypodiopsida","NLC"
"Athyrium minimum","t0027000","Plantae","Polypodiopsida","NVU"
"Athyrium mupinense","t0027001","Plantae","Polypodiopsida","NLC"
"Athyrium nakanoi","t0027002","Plantae","Polypodiopsida","NLC"
"Athyrium opacum","t0027004","Plantae","Polypodiopsida","NLC"
"Athyrium otophorum","t0027005","Plantae","Polypodiopsida","NNT"
"Athyrium palustre","t0027006","Plantae","Polypodiopsida","NVU"
"Athyrium pubicostatum","t0027007","Plantae","Polypodiopsida","NLC"
"Athyrium puncticaule","t0027008","Plantae","Polypodiopsida","NVU"
"Athyrium silvicola","t0027011","Plantae","Polypodiopsida","NLC"
"Athyrium strigillosum","t0027012","Plantae","Polypodiopsida","NLC"
"Athyrium tozanense","t0027013","Plantae","Polypodiopsida","NLC"
"Athyrium tripinnatum","t0027014","Plantae","Polypodiopsida","NLC"
"Athyrium vidalii","t0027015","Plantae","Polypodiopsida","NLC"
"Deparia deflexa","t0027016","Plantae","Polypodiopsida","DD"
"Deparia formosana","t0027017","Plantae","Polypodiopsida","NLC"
"Deparia jiulungensis","t0027018","Plantae","Polypodiopsida","NLC"
"Deparia lancea","t0027019","Plantae","Polypodiopsida","NLC"
"Deparia subfluvialis","t0027020","Plantae","Polypodiopsida","NLC"
"Deparia unifurcata","t0027021","Plantae","Polypodiopsida","NVU"
"Diplazium asperum","t0027023","Plantae","Polypodiopsida","DD"
"Diplazium chinense","t0027024","Plantae","Polypodiopsida","NEN"
"Diplazium chioui","t0027025","Plantae","Polypodiopsida","NNT"
"Diplazium crassiusculum","t0027026","Plantae","Polypodiopsida","NVU"
"Diplazium dilatatum","t0027027","Plantae","Polypodiopsida","NLC"
"Diplazium doederleinii","t0027028","Plantae","Polypodiopsida","NLC"
"Diplazium incomptum","t0027030","Plantae","Polypodiopsida","NEN"
"Diplazium ketagalaniorum","t0027031","Plantae","Polypodiopsida","NVU"
"Diplazium kuoi","t0027032","Plantae","Polypodiopsida","NVU"
"Diplazium laxifrons","t0027033","Plantae","Polypodiopsida","DD"
"Diplazium maonense","t0027034","Plantae","Polypodiopsida","NLC"
"Diplazium megaphyllum","t0027035","Plantae","Polypodiopsida","NVU"
"Diplazium mettenianum","t0027036","Plantae","Polypodiopsida","NLC"
"Diplazium okinawaense","t0027037","Plantae","Polypodiopsida","NLC"
"Diplazium petrii","t0027039","Plantae","Polypodiopsida","NLC"
"Diplazium pullingeri","t0027040","Plantae","Polypodiopsida","NLC"
"Diplazium wichurae","t0027043","Plantae","Polypodiopsida","NLC"
"Pentarhizidium orientale","t0027044","Plantae","Polypodiopsida","NCR"
"Woodwardia harlandii","t0027045","Plantae","Polypodiopsida","NNT"
"Woodwardia japonica","t0027046","Plantae","Polypodiopsida","NLC"
"Woodwardia kempii","t0027047","Plantae","Polypodiopsida","DD"
"Woodwardia prolifera","t0027048","Plantae","Polypodiopsida","NLC"
"Woodwardia unigemmata","t0027049","Plantae","Polypodiopsida","NLC"
"Brainea insignis","t0027052","Plantae","Polypodiopsida","NVU"
"Cleistoblechnum eburneum","t0027053","Plantae","Polypodiopsida","NVU"
"Diploblechnum fraseri","t0027054","Plantae","Polypodiopsida","NCR"
"Spicantopsis hancockii","t0027055","Plantae","Polypodiopsida","NLC"
"Limnophila aromatica","t0027056","Plantae","Magnoliopsida","NVU"
"Nageia nagi","t0027058","Plantae","Pinopsida","NEN"
"Podocarpus costalis","t0027059","Plantae","Pinopsida","NCR"
"Podocarpus fasciculus","t0027060","Plantae","Pinopsida","NVU"
"Podocarpus nakaii","t0027063","Plantae","Pinopsida","NEN"
"Deutzia pulchra","t0027066","Plantae","Magnoliopsida","NLC"
"Deutzia taiwanensis","t0027067","Plantae","Magnoliopsida","NLC"
"Strychnos cathayensis","t0027069","Plantae","Magnoliopsida","NNT"
"Solanum insanum","t0033491","Plantae","Magnoliopsida","NVU"
"Solanum miyakojimense","t0033494","Plantae","Magnoliopsida","NNT"
"Solanum peikuoense","t0033495","Plantae","Magnoliopsida","NLC"
"Solanum violaceum","t0033498","Plantae","Magnoliopsida","NLC"
"Solanum retrorsum","t0033499","Plantae","Magnoliopsida","NCR"
"Bulbophyllum albociliatum remotifolium","t0033500","Plantae","Magnoliopsida","DD"
"Bulbophyllum taiwanense","t0033501","Plantae","Magnoliopsida","NNT"
"Bulbophyllum kuanwuensis","t0033502","Plantae","Magnoliopsida","NEN"
"Fimbristylis diphylloides","t0033503","Plantae","Magnoliopsida","NLC"
"Eulophia graminea","t0033507","Plantae","Magnoliopsida","NNT"
"Eleocharis atropurpurea","t0033509","Plantae","Magnoliopsida","NEN"
"Cyperus procerus","t0033510","Plantae","Magnoliopsida","NNT"
"Fimbristylis tomentosa","t0033512","Plantae","Magnoliopsida","NLC"
"Nymphoides coreana","t0033519","Plantae","Magnoliopsida","NVU"
"Zanthoxylum avicennae","t0033522","Plantae","Magnoliopsida","NVU"
"Abrus precatorius","t0033543","Plantae","Magnoliopsida","NLC"
"Acacia caesia","t0033548","Plantae","Magnoliopsida","NLC"
"Acacia confusa","t0033549","Plantae","Magnoliopsida","NLC"
"Acalypha angatensis","t0033550","Plantae","Magnoliopsida","NLC"
"Acalypha australis","t0033552","Plantae","Magnoliopsida","NLC"
"Acalypha brachystachya","t0033553","Plantae","Magnoliopsida","NVU"
"Acalypha caturus","t0033554","Plantae","Magnoliopsida","NLC"
"Acalypha indica minima","t0033555","Plantae","Magnoliopsida","NLC"
"Acalypha matudai","t0033557","Plantae","Magnoliopsida","DD"
"Acalypha suirenbiensis","t0033558","Plantae","Magnoliopsida","DD"
"Acampe praemorsa longepedunculata","t0033560","Plantae","Magnoliopsida","NLC"
"Acanthophippium striatum","t0033561","Plantae","Magnoliopsida","NLC"
"Acanthophippium sylhetense","t0033562","Plantae","Magnoliopsida","NLC"
"Acer albopurpurascens","t0033568","Plantae","Magnoliopsida","NLC"
"Acer kawakamii","t0033569","Plantae","Magnoliopsida","NLC"
"Acer serrulatum","t0033570","Plantae","Magnoliopsida","NLC"
"Achyranthes aspera indica","t0033575","Plantae","Magnoliopsida","NLC"
"Achyranthes longifolia","t0033576","Plantae","Magnoliopsida","NLC"
"Acorus gramineus","t0033582","Plantae","Magnoliopsida","NLC"
"Acronychia pedunculata","t0033589","Plantae","Magnoliopsida","DD"
"Actinidia arguta","t0033591","Plantae","Magnoliopsida","NVU"
"Actinidia callosa discolor","t0033592","Plantae","Magnoliopsida","NLC"
"Actinidia latifolia","t0033593","Plantae","Magnoliopsida","NNT"
"Actinidia rufa","t0033594","Plantae","Magnoliopsida","NLC"
"Actinidia setosa","t0033595","Plantae","Magnoliopsida","NLC"
"Actinoscirpus grossus","t0033601","Plantae","Magnoliopsida","RE"
"Actinostemma tenerum","t0033602","Plantae","Magnoliopsida","NLC"
"Adenia heterophylla","t0033604","Plantae","Magnoliopsida","DD"
"Adenophora triphylla","t0033605","Plantae","Magnoliopsida","NLC"
"Adenostemma lavenia","t0033606","Plantae","Magnoliopsida","NLC"
"Adiantum capillus-veneris","t0033607","Plantae","Polypodiopsida","NLC"
"Adiantum capillus-veneris capillus-veneris","t0033608","Plantae","Polypodiopsida","NLC"
"Adinandra formosana formosana","t0033609","Plantae","Magnoliopsida","NLC"
"Aeridostachya robusta","t0033613","Plantae","Magnoliopsida","NCR"
"Aerva sanguinolenta","t0033620","Plantae","Magnoliopsida","NLC"
"Agastache rugosa","t0033632","Plantae","Magnoliopsida","NNT"
"Agrimonia pilosa","t0033647","Plantae","Magnoliopsida","NLC"
"Agropyron formosanum","t0033650","Plantae","Magnoliopsida","NLC"
"Agrostis clavata","t0033652","Plantae","Magnoliopsida","NLC"
"Agrostis infirma arisan-montana","t0033653","Plantae","Magnoliopsida","NLC"
"Agrostis infirma formosana","t0033654","Plantae","Magnoliopsida","NLC"
"Agrostis infirma fukuyamae","t0033655","Plantae","Magnoliopsida","NLC"
"Agrostis infirma infirma","t0033656","Plantae","Magnoliopsida","NLC"
"Agrostophyllum formosanum","t0033658","Plantae","Magnoliopsida","NCR"
"Ainsliaea fragrans","t0033660","Plantae","Magnoliopsida","NLC"
"Ainsliaea latifolia henryi","t0033661","Plantae","Magnoliopsida","NLC"
"Ainsliaea macroclinidioides","t0033662","Plantae","Magnoliopsida","NLC"
"Ajuga nipponensis","t0033663","Plantae","Magnoliopsida","NVU"
"Ajuga taiwanensis","t0033664","Plantae","Magnoliopsida","NLC"
"Akebia trifoliata australis","t0033671","Plantae","Magnoliopsida","NNT"
"Alangium chinense","t0033672","Plantae","Magnoliopsida","NLC"
"Albizia julibrissin","t0033675","Plantae","Magnoliopsida","NLC"
"Albizia kalkora","t0033676","Plantae","Magnoliopsida","DD"
"Albizia procera","t0033678","Plantae","Magnoliopsida","NLC"
"Albizia retusa","t0033679","Plantae","Magnoliopsida","NEN"
"Alchornea trewioides formosae","t0033682","Plantae","Magnoliopsida","NVU"
"Aletris formosana","t0033683","Plantae","Magnoliopsida","NLC"
"Aletris spicata","t0033684","Plantae","Magnoliopsida","NLC"
