"new_simple_name","kingdom","class","new_redlistTW"
"Prosaptia pectinata","Plantae","Polypodiopsida","NCR"
"Prosaptia urceolaris","Plantae","Polypodiopsida","NNT"
"Scleroglossum sulcatum","Plantae","Polypodiopsida","NVU"
"Tomophyllum hayatae","Plantae","Polypodiopsida","NNT"
"Xiphopterella devolii","Plantae","Polypodiopsida","NCR"
"Acystopteris taiwaniana","Plantae","Polypodiopsida","NLC"
"Acystopteris tenuisecta","Plantae","Polypodiopsida","NLC"
"Cystopteris fragilis","Plantae","Polypodiopsida","NLC"
"Cystopteris moupinensis","Plantae","Polypodiopsida","NLC"
"Gymnocarpium oyamense","Plantae","Polypodiopsida","NCR"
"Gymnocarpium remotepinnatum","Plantae","Polypodiopsida","NLC"
"Rhachidosorus pulcher","Plantae","Polypodiopsida","NNT"
"Diplaziopsis javanica","Plantae","Polypodiopsida","NLC"
"Asplenium antiquum","Plantae","Polypodiopsida","NLC"
"Asplenium bullatum","Plantae","Polypodiopsida","NNT"
"Asplenium capillipes","Plantae","Polypodiopsida","NLC"
"Asplenium crinicaule","Plantae","Polypodiopsida","NCR"
"Asplenium cuneatiforme","Plantae","Polypodiopsida","NLC"
"Asplenium ensiforme","Plantae","Polypodiopsida","NLC"
"Asplenium exiguum","Plantae","Polypodiopsida","DD"
"Asplenium formosae","Plantae","Polypodiopsida","NLC"
"Asplenium griffithianum","Plantae","Polypodiopsida","NLC"
"Asplenium incisum","Plantae","Polypodiopsida","NLC"
"Asplenium matsumurae","Plantae","Polypodiopsida","NNT"
"Asplenium nidus","Plantae","Polypodiopsida","NLC"
"Asplenium pekinense","Plantae","Polypodiopsida","DD"
"Asplenium pifongiae","Plantae","Polypodiopsida","NEN"
"Asplenium prolongatum","Plantae","Polypodiopsida","NLC"
"Asplenium pseudolaserpitiifolium","Plantae","Polypodiopsida","DD"
"Asplenium pulcherrimum","Plantae","Polypodiopsida","NNT"
"Asplenium ritoense","Plantae","Polypodiopsida","NLC"
"Asplenium ruta-muraria","Plantae","Polypodiopsida","NVU"
"Asplenium septentrionale","Plantae","Polypodiopsida","NNT"
"Asplenium setoi","Plantae","Polypodiopsida","NLC"
"Asplenium steerei","Plantae","Polypodiopsida","NVU"
"Asplenium tenerum","Plantae","Polypodiopsida","NNT"
"Asplenium tenuifolium","Plantae","Polypodiopsida","NLC"
"Asplenium trichomanes","Plantae","Polypodiopsida","NLC"
"Asplenium tripteropus","Plantae","Polypodiopsida","NLC"
"Asplenium viride","Plantae","Polypodiopsida","NLC"
"Asplenium wrightii","Plantae","Polypodiopsida","NLC"
"Asplenium yoshinagae","Plantae","Polypodiopsida","NLC"
"Hymenasplenium obliquissimum","Plantae","Polypodiopsida","NLC"
"Hymenasplenium pseudobscurum","Plantae","Polypodiopsida","NNT"
"Macrothelypteris polypodioides","Plantae","Polypodiopsida","NEN"
"Macrothelypteris torresiana","Plantae","Polypodiopsida","NLC"
"Phegopteris connectilis","Plantae","Polypodiopsida","NVU"
"Phegopteris decursivepinnata","Plantae","Polypodiopsida","NLC"
"Pseudophegopteris levingei","Plantae","Polypodiopsida","NVU"
"Pseudophegopteris subaurita","Plantae","Polypodiopsida","NLC"
"Amauropelta angustifrons","Plantae","Polypodiopsida","NLC"
"Amauropelta beddomei","Plantae","Polypodiopsida","NLC"
"Ampelopteris prolifera","Plantae","Polypodiopsida","NLC"
"Christella acuminata","Plantae","Polypodiopsida","NLC"
"Christella arida","Plantae","Polypodiopsida","NLC"
"Christella dentata","Plantae","Polypodiopsida","NLC"
"Christella ensifera","Plantae","Polypodiopsida","DD"
"Christella jaculosa","Plantae","Polypodiopsida","NLC"
"Christella latipinna","Plantae","Polypodiopsida","NLC"
"Christella papilio","Plantae","Polypodiopsida","NNT"
"Christella parasitica","Plantae","Polypodiopsida","NLC"
"Coryphopteris castanea","Plantae","Polypodiopsida","NLC"
"Cyclogramma auriculata","Plantae","Polypodiopsida","NLC"
"Cyclogramma leveillei","Plantae","Polypodiopsida","NLC"
"Cyclosorus interruptus","Plantae","Polypodiopsida","NNT"
"Glaphyropteridopsis erubescens","Plantae","Polypodiopsida","NLC"
"Leptogramma mollissima","Plantae","Polypodiopsida","NEN"
"Leptogramma tottoides","Plantae","Polypodiopsida","NLC"
"Metathelypteris flaccida","Plantae","Polypodiopsida","NCR"
"Metathelypteris gracilescens","Plantae","Polypodiopsida","NLC"
"Metathelypteris laxa","Plantae","Polypodiopsida","NLC"
"Metathelypteris uraiensis","Plantae","Polypodiopsida","NLC"
"Pneumatopteris truncata","Plantae","Polypodiopsida","NLC"
"Pronephrium gymnopteridifrons","Plantae","Polypodiopsida","NLC"
"Pronephrium longipetiolatum","Plantae","Polypodiopsida","NVU"
"Pronephrium parishii","Plantae","Polypodiopsida","NLC"
"Pronephrium ramosii","Plantae","Polypodiopsida","NLC"
"Pronephrium simplex","Plantae","Polypodiopsida","NLC"
"Pronephrium triphyllum","Plantae","Polypodiopsida","NLC"
"Pseudocyclosorus esquirolii","Plantae","Polypodiopsida","NLC"
"Pseudocyclosorus tylodes","Plantae","Polypodiopsida","NNT"
"Sphaerostephanos productus","Plantae","Polypodiopsida","NLC"
"Sphaerostephanos taiwanensis","Plantae","Polypodiopsida","NLC"
"Stegnogramma dictyoclinoides","Plantae","Polypodiopsida","NEN"
"Stegnogramma griffithii","Plantae","Polypodiopsida","NLC"
"Stegnogramma wilfordii","Plantae","Polypodiopsida","NLC"
"Woodsia andersonii","Plantae","Polypodiopsida","NCR"
"Woodsia okamotoi","Plantae","Polypodiopsida","NCR"
"Woodsia polystichoides","Plantae","Polypodiopsida","NLC"
"Athyrium anisopterum","Plantae","Polypodiopsida","NLC"
"Athyrium arisanense","Plantae","Polypodiopsida","NLC"
"Athyrium atkinsonii","Plantae","Polypodiopsida","NLC"
"Athyrium auriculatum","Plantae","Polypodiopsida","NVU"
"Athyrium cryptogrammoides","Plantae","Polypodiopsida","NLC"
"Athyrium epirachis","Plantae","Polypodiopsida","DD"
"Athyrium erythropodum","Plantae","Polypodiopsida","NLC"
"Athyrium banajaoense","Plantae","Polypodiopsida","NLC"
"Athyrium leiopodum","Plantae","Polypodiopsida","NLC"
"Athyrium minimum","Plantae","Polypodiopsida","NVU"
"Athyrium mupinense","Plantae","Polypodiopsida","NLC"
"Athyrium nakanoi","Plantae","Polypodiopsida","NLC"
"Athyrium opacum","Plantae","Polypodiopsida","NLC"
"Athyrium otophorum","Plantae","Polypodiopsida","NNT"
"Athyrium palustre","Plantae","Polypodiopsida","NVU"
"Athyrium pubicostatum","Plantae","Polypodiopsida","NLC"
"Athyrium puncticaule","Plantae","Polypodiopsida","NVU"
"Athyrium silvicola","Plantae","Polypodiopsida","NLC"
"Athyrium strigillosum","Plantae","Polypodiopsida","NLC"
"Athyrium tozanense","Plantae","Polypodiopsida","NLC"
"Athyrium tripinnatum","Plantae","Polypodiopsida","NLC"
"Athyrium vidalii","Plantae","Polypodiopsida","NLC"
"Deparia deflexa","Plantae","Polypodiopsida","DD"
"Deparia formosana","Plantae","Polypodiopsida","NLC"
"Deparia jiulungensis","Plantae","Polypodiopsida","NLC"
"Deparia lancea","Plantae","Polypodiopsida","NLC"
"Deparia subfluvialis","Plantae","Polypodiopsida","NLC"
"Deparia unifurcata","Plantae","Polypodiopsida","NVU"
"Diplazium asperum","Plantae","Polypodiopsida","DD"
"Diplazium chinense","Plantae","Polypodiopsida","NEN"
"Diplazium chioui","Plantae","Polypodiopsida","NNT"
"Diplazium crassiusculum","Plantae","Polypodiopsida","NVU"
"Diplazium dilatatum","Plantae","Polypodiopsida","NLC"
"Diplazium doederleinii","Plantae","Polypodiopsida","NLC"
"Diplazium incomptum","Plantae","Polypodiopsida","NEN"
"Diplazium ketagalaniorum","Plantae","Polypodiopsida","NVU"
"Diplazium kuoi","Plantae","Polypodiopsida","NVU"
"Diplazium laxifrons","Plantae","Polypodiopsida","DD"
"Diplazium maonense","Plantae","Polypodiopsida","NLC"
"Diplazium megaphyllum","Plantae","Polypodiopsida","NVU"
"Diplazium mettenianum","Plantae","Polypodiopsida","NLC"
"Diplazium okinawaense","Plantae","Polypodiopsida","NLC"
"Diplazium petrii","Plantae","Polypodiopsida","NLC"
"Diplazium pullingeri","Plantae","Polypodiopsida","NLC"
"Diplazium wichurae","Plantae","Polypodiopsida","NLC"
"Pentarhizidium orientale","Plantae","Polypodiopsida","NCR"
"Woodwardia harlandii","Plantae","Polypodiopsida","NNT"
"Woodwardia japonica","Plantae","Polypodiopsida","NLC"
"Woodwardia kempii","Plantae","Polypodiopsida","DD"
"Woodwardia prolifera","Plantae","Polypodiopsida","NLC"
"Woodwardia unigemmata","Plantae","Polypodiopsida","NLC"
"Brainea insignis","Plantae","Polypodiopsida","NVU"
"Cleistoblechnum eburneum","Plantae","Polypodiopsida","NVU"
"Diploblechnum fraseri","Plantae","Polypodiopsida","NCR"
"Spicantopsis hancockii","Plantae","Polypodiopsida","NLC"
"Limnophila aromatica","Plantae","Magnoliopsida","NVU"
"Nageia nagi","Plantae","Pinopsida","NEN"
"Podocarpus costalis","Plantae","Pinopsida","NCR"
"Podocarpus fasciculus","Plantae","Pinopsida","NVU"
"Podocarpus nakaii","Plantae","Pinopsida","NEN"
"Deutzia pulchra","Plantae","Magnoliopsida","NLC"
"Deutzia taiwanensis","Plantae","Magnoliopsida","NLC"
"Strychnos cathayensis","Plantae","Magnoliopsida","NNT"
"Solanum insanum","Plantae","Magnoliopsida","NVU"
"Solanum miyakojimense","Plantae","Magnoliopsida","NNT"
"Solanum peikuoense","Plantae","Magnoliopsida","NLC"
"Solanum violaceum","Plantae","Magnoliopsida","NLC"
"Solanum retrorsum","Plantae","Magnoliopsida","NCR"
"Bulbophyllum albociliatum remotifolium","Plantae","Magnoliopsida","DD"
"Bulbophyllum taiwanense","Plantae","Magnoliopsida","NNT"
"Bulbophyllum kuanwuensis","Plantae","Magnoliopsida","NEN"
"Fimbristylis diphylloides","Plantae","Magnoliopsida","NLC"
"Eulophia graminea","Plantae","Magnoliopsida","NNT"
"Eleocharis atropurpurea","Plantae","Magnoliopsida","NEN"
"Cyperus procerus","Plantae","Magnoliopsida","NNT"
"Fimbristylis tomentosa","Plantae","Magnoliopsida","NLC"
"Nymphoides coreana","Plantae","Magnoliopsida","NVU"
"Zanthoxylum avicennae","Plantae","Magnoliopsida","NVU"
"Abrus precatorius","Plantae","Magnoliopsida","NLC"
"Acacia caesia","Plantae","Magnoliopsida","NLC"
"Acacia confusa","Plantae","Magnoliopsida","NLC"
"Acalypha angatensis","Plantae","Magnoliopsida","NLC"
"Acalypha australis","Plantae","Magnoliopsida","NLC"
"Acalypha brachystachya","Plantae","Magnoliopsida","NVU"
"Acalypha caturus","Plantae","Magnoliopsida","NLC"
"Acalypha indica minima","Plantae","Magnoliopsida","NLC"
"Acalypha matudai","Plantae","Magnoliopsida","DD"
"Acalypha suirenbiensis","Plantae","Magnoliopsida","DD"
"Acampe rigida","Plantae","Magnoliopsida","NLC"
"Acanthephippium striatum","Plantae","Magnoliopsida","NLC"
"Acanthephippium sylhetense","Plantae","Magnoliopsida","NLC"
"Acer albopurpurascens","Plantae","Magnoliopsida","NLC"
"Acer kawakamii","Plantae","Magnoliopsida","NLC"
"Acer serrulatum","Plantae","Magnoliopsida","NLC"
"Achyranthes aspera indica","Plantae","Magnoliopsida","NLC"
"Achyranthes longifolia","Plantae","Magnoliopsida","NLC"
"Acorus gramineus","Plantae","Magnoliopsida","NLC"
"Acronychia pedunculata","Plantae","Magnoliopsida","DD"
"Actinidia arguta","Plantae","Magnoliopsida","NVU"
"Actinidia callosa discolor","Plantae","Magnoliopsida","NLC"
"Actinidia latifolia","Plantae","Magnoliopsida","NNT"
"Actinidia rufa","Plantae","Magnoliopsida","NLC"
"Actinidia setosa","Plantae","Magnoliopsida","NLC"
"Actinoscirpus grossus","Plantae","Magnoliopsida","RE"
"Actinostemma tenerum","Plantae","Magnoliopsida","NLC"
"Adenia heterophylla","Plantae","Magnoliopsida","DD"
"Adenophora triphylla","Plantae","Magnoliopsida","NLC"
"Adenostemma lavenia","Plantae","Magnoliopsida","NLC"
"Adiantum capillus-veneris","Plantae","Polypodiopsida","NLC"
"Adiantum capillus-veneris capillus-veneris","Plantae","Polypodiopsida","NLC"
"Adinandra formosana formosana","Plantae","Magnoliopsida","NLC"
"Aeridostachya robusta","Plantae","Magnoliopsida","NCR"
"Aerva sanguinolenta","Plantae","Magnoliopsida","NLC"
"Agastache rugosa","Plantae","Magnoliopsida","NNT"
"Agrimonia pilosa","Plantae","Magnoliopsida","NLC"
"Agropyron formosanum","Plantae","Magnoliopsida","NLC"
"Agrostis clavata","Plantae","Magnoliopsida","NLC"
"Agrostis infirma arisan-montana","Plantae","Magnoliopsida","NLC"
"Agrostis infirma formosana","Plantae","Magnoliopsida","NLC"
"Agrostis infirma fukuyamae","Plantae","Magnoliopsida","NLC"
"Agrostis infirma infirma","Plantae","Magnoliopsida","NLC"
"Agrostophyllum formosanum","Plantae","Magnoliopsida","NCR"
"Ainsliaea fragrans","Plantae","Magnoliopsida","NLC"
"Ainsliaea latifolia henryi","Plantae","Magnoliopsida","NLC"
"Ainsliaea macroclinidioides","Plantae","Magnoliopsida","NLC"
"Ajuga nipponensis","Plantae","Magnoliopsida","NVU"
"Ajuga taiwanensis","Plantae","Magnoliopsida","NLC"
"Akebia trifoliata australis","Plantae","Magnoliopsida","NNT"
"Alangium chinense","Plantae","Magnoliopsida","NLC"
"Albizia julibrissin","Plantae","Magnoliopsida","NLC"
"Albizia kalkora","Plantae","Magnoliopsida","DD"
"Albizia procera","Plantae","Magnoliopsida","NLC"
"Albizia retusa","Plantae","Magnoliopsida","NEN"
"Alchornea trewioides formosae","Plantae","Magnoliopsida","NVU"
"Aletris formosana","Plantae","Magnoliopsida","NLC"
"Aletris spicata","Plantae","Magnoliopsida","NLC"
"Alisma canaliculatum","Plantae","Magnoliopsida","NVU"
"Allium chinense","Plantae","Magnoliopsida","DD"
"Allium grayi","Plantae","Magnoliopsida","DD"
"Allium thunbergii","Plantae","Magnoliopsida","DD"
"Alloteropsis semialata","Plantae","Magnoliopsida","NEN"
"Alocasia cucullata","Plantae","Magnoliopsida","NNT"
"Alocasia macrorrhizos","Plantae","Magnoliopsida","NLC"
"Alocasia odora","Plantae","Magnoliopsida","NLC"
"Alpinia flabellata","Plantae","Magnoliopsida","NLC"
"Alpinia intermedia","Plantae","Magnoliopsida","NLC"
"Alpinia japonica","Plantae","Magnoliopsida","NLC"
"Alpinia pricei","Plantae","Magnoliopsida","NLC"
"Alpinia pricei sessiliflora","Plantae","Magnoliopsida","NLC"
"Alpinia shimadae","Plantae","Magnoliopsida","NLC"
"Alpinia shimadae kawakamii","Plantae","Magnoliopsida","NLC"
"Alpinia zerumbet","Plantae","Magnoliopsida","NLC"
"Alternanthera sessilis","Plantae","Magnoliopsida","NLC"
"Alysicarpus bupleurifolius","Plantae","Magnoliopsida","NLC"
"Amischotolype hispida","Plantae","Magnoliopsida","NLC"
"Amitostigma gracile","Plantae","Magnoliopsida","NNT"
"Ammannia coccinea","Plantae","Magnoliopsida","NLC"
"Ammannia multiflora","Plantae","Magnoliopsida","NLC"
"Amorphophallus henryi","Plantae","Magnoliopsida","NLC"
"Amorphophallus kiusianus","Plantae","Magnoliopsida","NLC"
"Amorphophallus paeoniifolius","Plantae","Magnoliopsida","NEN"
"Anaphalis morrisonicola","Plantae","Magnoliopsida","NLC"
"Anaphalis nepalensis","Plantae","Magnoliopsida","NLC"
"Anaphalis royleana","Plantae","Magnoliopsida","NLC"
"Androcorys pusillus","Plantae","Magnoliopsida","NLC"
"Androsace umbellata","Plantae","Magnoliopsida","NLC"
"Anemone stolonifera","Plantae","Magnoliopsida","NVU"
"Angelica dahurica formosana","Plantae","Magnoliopsida","NVU"
"Angelica morii","Plantae","Magnoliopsida","NLC"
"Aniselytron treutleri","Plantae","Magnoliopsida","DD"
"Anisomeles indica","Plantae","Magnoliopsida","NLC"
"Anneslea fragrans lanceolata","Plantae","Magnoliopsida","NVU"
"Anodendron affine","Plantae","Magnoliopsida","NLC"
"Anodendron benthamianum","Plantae","Magnoliopsida","NLC"
"Anthoxanthum horsfieldii formosanum","Plantae","Magnoliopsida","NNT"
"Antidesma japonicum acutisepalum","Plantae","Magnoliopsida","DD"
"Antidesma montanum","Plantae","Magnoliopsida","NLC"
"Antidesma pleuricum","Plantae","Magnoliopsida","NVU"
"Aphanamixis polystachya","Plantae","Magnoliopsida","NVU"
"Aphananthe aspera","Plantae","Magnoliopsida","NLC"
"Apluda mutica","Plantae","Magnoliopsida","NLC"
"Aponogeton taiwanensis","Plantae","Magnoliopsida","NCR"
"Appendicula fenixii","Plantae","Magnoliopsida","NNT"
"Appendicula reflexa","Plantae","Magnoliopsida","NLC"
"Appendicula kotoensis","Plantae","Magnoliopsida","NVU"
"Arabis serrata","Plantae","Magnoliopsida","NNT"
"Arabis stelleri japonica","Plantae","Magnoliopsida","NVU"
"Arachniodes amabilis amabilis","Plantae","Polypodiopsida","NLC"
"Arachnis labrosa","Plantae","Magnoliopsida","NLC"
"Aralia armata","Plantae","Magnoliopsida","NLC"
"Aralia bipinnata","Plantae","Magnoliopsida","NLC"
"Aralia cordata","Plantae","Magnoliopsida","NNT"
"Archidendron lucidum","Plantae","Magnoliopsida","NLC"
"Ardisia brevicaulis","Plantae","Magnoliopsida","NLC"
"Ardisia chinensis","Plantae","Magnoliopsida","NLC"
"Ardisia crenata","Plantae","Magnoliopsida","NLC"
"Ardisia elliptica","Plantae","Magnoliopsida","NNT"
"Ardisia maclurei","Plantae","Magnoliopsida","NVU"
"Ardisia quinquegona","Plantae","Magnoliopsida","NLC"
"Ardisia sieboldii","Plantae","Magnoliopsida","NLC"
"Ardisia villosa","Plantae","Magnoliopsida","NVU"
"Ardisia violacea","Plantae","Magnoliopsida","NNT"
"Arenaria subpilosa","Plantae","Magnoliopsida","NLC"
"Arenaria takasagomontana","Plantae","Magnoliopsida","NLC"
"Argostemma solaniflorum","Plantae","Magnoliopsida","NVU"
"Argyreia formosana","Plantae","Magnoliopsida","NVU"
"Aria alnifolia","Plantae","Magnoliopsida","NEN"
"Arisaema consanguineum","Plantae","Magnoliopsida","NLC"
"Arisaema formosanum","Plantae","Magnoliopsida","NLC"
"Arisaema grapsospadix","Plantae","Magnoliopsida","NLC"
"Arisaema heterophyllum","Plantae","Magnoliopsida","NLC"
"Arisaema matsudae","Plantae","Magnoliopsida","NVU"
"Arisaema ringens","Plantae","Magnoliopsida","NLC"
"Aristolochia zollingeriana","Plantae","Magnoliopsida","NNT"
"Artemisia annua","Plantae","Magnoliopsida","RE"
"Artemisia indica","Plantae","Magnoliopsida","NLC"
"Artemisia japonica","Plantae","Magnoliopsida","NLC"
"Artemisia lancea","Plantae","Magnoliopsida","NLC"
"Artemisia morrisonensis","Plantae","Magnoliopsida","NLC"
"Artemisia tsugitakaensis","Plantae","Magnoliopsida","NLC"
"Arthraxon hispidus","Plantae","Magnoliopsida","NLC"
"Artocarpus treculianus","Plantae","Magnoliopsida","NLC"
"Artocarpus xanthocarpus","Plantae","Magnoliopsida","NVU"
"Arundina graminifolia","Plantae","Magnoliopsida","NCR"
"Arundinella hirta","Plantae","Magnoliopsida","NNT"
"Arundinella setosa","Plantae","Magnoliopsida","NLC"
"Arundo donax","Plantae","Magnoliopsida","NLC"
"Arundo formosana","Plantae","Magnoliopsida","NLC"
"Asarum caudigerum","Plantae","Magnoliopsida","NLC"
"Asarum hypogynum","Plantae","Magnoliopsida","NVU"
"Asarum macranthum","Plantae","Magnoliopsida","NLC"
"Asparagus cochinchinensis","Plantae","Magnoliopsida","NLC"
"Asplenium adiantoides","Plantae","Polypodiopsida","NLC"
"Asplenium normale","Plantae","Polypodiopsida","NLC"
"Asplenium scolopendrium","Plantae","Polypodiopsida","NVU"
"Asplenium scolopendrium japonicum","Plantae","Polypodiopsida","NVU"
"Asplenium wilfordii","Plantae","Polypodiopsida","NLC"
"Aster ageratoides","Plantae","Magnoliopsida","NLC"
"Aster hispidus","Plantae","Magnoliopsida","NLC"
"Astilbe longicarpa","Plantae","Magnoliopsida","NLC"
"Astronia formosana","Plantae","Magnoliopsida","NLC"
"Asystasiella neesiana","Plantae","Magnoliopsida","NVU"
"Athyrium decurrenti-alatum","Plantae","Polypodiopsida","NLC"
"Athyrium delavayi subrigescens","Plantae","Polypodiopsida","NLC"
"Athyrium iseanum","Plantae","Polypodiopsida","NLC"
"Siraitia taiwaniana","Plantae","Magnoliopsida","NVU"
"Balanophora harlandii","Plantae","Magnoliopsida","NLC"
"Balanophora laxiflora","Plantae","Magnoliopsida","NLC"
"Bambusa pachinensis hirsutissima","Plantae","Magnoliopsida","NNT"
"Barbarea orthoceras","Plantae","Magnoliopsida","NLC"
"Barringtonia asiatica","Plantae","Magnoliopsida","NVU"
"Barringtonia racemosa","Plantae","Magnoliopsida","NVU"
"Barthea barthei","Plantae","Magnoliopsida","NLC"
"Basilicum polystachyon","Plantae","Magnoliopsida","NVU"
"Begonia fenicis","Plantae","Magnoliopsida","NNT"
"Begonia formosana","Plantae","Magnoliopsida","NLC"
"Begonia palmata","Plantae","Magnoliopsida","NLC"
"Begonia longifolia","Plantae","Magnoliopsida","NLC"
"Beilschmiedia erythrophloia","Plantae","Magnoliopsida","NLC"
"Beilschmiedia tsangii","Plantae","Magnoliopsida","NLC"
"Belosynapsis ciliata","Plantae","Magnoliopsida","NLC"
"Belosynapsis kawakamii","Plantae","Magnoliopsida","NNT"
"Berberis kawakamii","Plantae","Magnoliopsida","NNT"
"Berberis mingetsuensis","Plantae","Magnoliopsida","NCR"
"Bidens bipinnata","Plantae","Magnoliopsida","NLC"
"Bidens biternata","Plantae","Magnoliopsida","NLC"
"Bidens pilosa minor","Plantae","Magnoliopsida","NLC"
"Bidens tripartita","Plantae","Magnoliopsida","NVU"
"Biophytum sensitivum","Plantae","Magnoliopsida","NLC"
"Bischofia javanica","Plantae","Magnoliopsida","NLC"
"Blastus cochinchinensis","Plantae","Magnoliopsida","NLC"
